ETV6	FKBP2	1.3989008128608045
BATF	LRP8	1.3988414132576459
IRF1	RNF115	1.398823726663848
MZF1	SLC35E2B	1.3987736144889151
MAF	ELOVL1	1.3987638279620143
E2F6	IPO7	1.3987575942979151
PBX3	MLXIP	1.3987461929355192
STAT3	STAT2	1.3986310107788422
STAT1	KIAA0040	1.3982036914993565
RELB	USP5	1.3979667289836095
NFKB2	NRL	1.3978929802118405
RELB	COX6A1	1.3977006773083396
MAF	CAMTA1	1.3974094444275795
PRDM1	CAMTA1	1.3973651519856416
HIC2	RCAN3	1.397274431263994
IRF9	ENSA	1.3971299088899407
E2F7	GPN2	1.3970837964323712
RUNX3	PRPF19	1.397023054779027
PRDM1	TRAFD1	1.3968231496306895
IRF7	ENSA	1.3967319794219129
ZNF410	RNF34	1.3965900546685028
CUX1	RCSD1	1.3965732043936088
RELB	ARPC3	1.3965181360455978
STAT3	RNF34	1.3964271109561
SREBF2	PSMB5	1.3962861962505504
REL	TM9SF1	1.3962740410302779
MZF1	TBC1D10C	1.3962240141743896
LEF1	STYX	1.3961522764629142
IRF9	STAT2	1.3960290741683719
TGIF2	PSMA3	1.3960228589937096
MZF1	CALCOCO1	1.3958583276179348
IRF1	NDST2	1.3957794310550637
SREBF2	NUP98	1.3957725157085754
MAFG	HNRNPR	1.3957341930185043
BATF3	FKBP2	1.3955307217852497
NFATC3	ZBTB48	1.3955188919910155
HIF1A	PITRM1	1.395174748777535
CTCF	FRAT1	1.3948061367585285
BATF3	SESN2	1.394765505879521
NFKB1	ZNHIT2	1.394714604516233
STAT1	TMEM135	1.3947138863673652
PRDM1	CBLN3	1.3946526241804051
MAFG	HSPA14	1.3944820839174552
IRF8	DRAP1	1.3944543945693968
STAT1	GTF2H1	1.3944050666321952
NFKB2	USP5	1.3941608230686675
IRF7	SRM	1.394126616469271
NFKB2	HIST2H3A	1.3938308263788273
TP53	KLC2	1.3936777860064353
ZBTB7B	LAG3	1.3935695439620295
STAT1	SCYL3	1.393403224939886
TBX21	NFKB2	1.3932217529085609
IRF7	FCHSD2	1.3931850128390644
REL	IRF9	1.3930803521148822
MZF1	CRTC2	1.3929863766871529
IRF1	STAMBPL1	1.392925226337034
MAFF	NFKB2	1.392888344346029
IRF9	PARP11	1.3928177996199602
TGIF2	STIP1	1.3926661146221926
MZF1	ARFGAP2	1.392643578155008
MAF	ZNF672	1.3925560926907616
MAFG	CPSF6	1.392441429171869
E2F4	RGS16	1.392409304299015
REL	AURKAIP1	1.391477518926713
PRDM1	PMF1	1.391187142442154
RORA	IL10RA	1.3911122060138879
STAT1	ANP32E	1.3910172591430765
MAFF	PA2G4	1.3910122722983758
HSF2	RNASEH2C	1.3909978275281678
NFATC3	CYB561D1	1.3908579267366366
PBX3	CALCOCO1	1.390841238330933
LEF1	LBR	1.3905927173688652
SP3	OTUD1	1.390588582753154
ZBTB7B	RFX5	1.390385001013111
MAFG	ESRRA	1.3903815089933198
NFIL3	ZW10	1.3903467686584006
BACH2	CD27	1.3903151636691216
ZEB1	NUAK2	1.3902847565916427
MZF1	TRAF3IP3	1.3902582071998477
IRF7	BIRC3	1.390239081792819
E2F6	ATL3	1.3901804627229346
NFIL3	STIL	1.3901333298115919
IRF9	STAMBPL1	1.3900511244628106
FOXP1	PLK3	1.3900260369067339
NFIA	FBXO42	1.3898952173199937
FOSL2	CACYBP	1.3898116555038798
TP53	PPRC1	1.3897599410285228
ZEB1	SLC35E2B	1.389713713660461
E2F7	STIP1	1.389703232054313
RBPJ	KLC2	1.3895743472233584
IRF1	RNF31	1.389532697170281
MAF	KLC2	1.389309996751384
IRF9	IFI6	1.3889709420276466
FOXP3	TOMM40L	1.3889039820163755
FOXO3	UBE4B	1.3888820674415256
ZEB1	PCF11	1.3887614582777617
LEF1	ZMYM2	1.3887562189436673
NFIL3	MAPK1IP1L	1.3887502414602393
HIC2	TC2N	1.388564607263307
NFKB1	GOT1	1.3884713198594065
RELB	CDC20	1.3884708116264262
ZNF410	YRDC	1.38844517188243
POU6F1	SFXN3	1.3884397327268765
IRF4	PARP11	1.3883973760487731
IRF7	NDUFV1	1.3883679839754646
PRDM1	RPLP0	1.3881934804423155
HSF2	CALM1	1.3881161114729053
E2F6	MRPL24	1.3880372526310152
MAFG	PA2G4	1.3879855167631383
HIC2	RASGRP2	1.3879228564583248
SRF	ENSA	1.3878304052918868
KLF9	CD27	1.3878122844108094
LEF1	SMPD1	1.387718913973752
FOXK2	DPAGT1	1.3875426366128165
MZF1	AGBL2	1.3874907573670425
BATF	HNRNPR	1.387473037641058
E2F4	ECHS1	1.3874165328812316
NR3C2	UVRAG	1.3872313337425177
E2F6	PRPF19	1.3871671115239237
E2F6	TIMELESS	1.3871657252452037
NFKB1	PMF1	1.3871522575180717
RBPJ	FLAD1	1.3871141868420171
TGIF2	HSPA8	1.3870480718317468
FLI1	BCL9L	1.3870200919773636
IRF1	DUSP5	1.3868962309249422
MEF2D	PGM2L1	1.3868758233629663
POU6F1	IVNS1ABP	1.3868153498374054
RBPJ	USP5	1.3867493326359972
CEBPE	SFXN3	1.3867356846776986
IRF9	PWWP2B	1.3866926092871874
LEF1	PBXIP1	1.386567839853181
TBX21	AURKAIP1	1.3864615173790438
NFIA	ARHGDIB	1.3862677528015408
E2F4	NRL	1.386260956680813
RELB	FKBP2	1.3862165453955202
NFKB2	ZBTB7B	1.3861703495356428
HSF1	TCP11L2	1.3861593444517077
ZEB1	CNST	1.3860760082291175
IRF1	PWWP2B	1.3859864742341432
NFKB1	TARBP2	1.3859223795485724
TCF7L2	SCGB1A1	1.3854969869014824
POU5F1	GCLM	1.385430373694321
IRF8	IFI6	1.3853799040181003
LEF1	ATL1	1.3853167340191197
LEF1	IVNS1ABP	1.3851195467408202
RBPJ	PRDX5	1.3850423418866393
BATF3	CNPY2	1.3849462028485862
LEF1	IRF2BP2	1.3848717111408146
REL	PSMD13	1.3848617300962125
FLI1	LSP1	1.3847867553555404
TGIF2	PPRC1	1.3847555516454095
CEBPA	LINC00426	1.3847291177294054
RREB1	TRAF3IP3	1.3846467422947897
JUNB	CACYBP	1.3844029117588326
RREB1	LMBR1L	1.38425208469035
SRF	DPH2	1.384226505794794
IRF1	TOMM40L	1.3840346160436625
ERF	RIC8A	1.3837867430124833
HIC2	FBXO42	1.3837515153144224
IRF1	GTF2H1	1.3837514569618392
PRDM1	ENSA	1.383576364294627
RELA	TM9SF1	1.3834629054976155
NFATC3	ZMYM2	1.383337828256166
REL	GUK1	1.383310671671843
MAF	MIIP	1.3832321872709592
IRF4	YME1L1	1.3831520106140283
EGR2	GUK1	1.3829011028460936
IRF2	PHF11	1.3828543950004408
TP53	YIF1A	1.3827765299685193
NFYA	BSDC1	1.3826368246502132
LEF1	ARID2	1.3823583675902071
FOSL1	MRPL17	1.3821333052094542
PRDM1	MRPL17	1.3820865507206284
STAT1	IER5	1.381956485536377
IRF8	IFITM1	1.3817469368562365
PLAG1	SFR1	1.3816917500011032
IRF1	YIF1A	1.3815478078405805
E2F6	SLC41A2	1.3814897807115085
MZF1	RASGRP2	1.3814777076836906
BACH2	IL6R	1.381423228163296
NFIL3	STARD10	1.3813028140526589
RELB	IRF9	1.3812596160165902
ETS1	BCL9L	1.380933675157155
STAT1	DUSP5	1.3808796964423782
STAT3	NRL	1.3808178883288784
POU6F1	AP1G2	1.3807910507797008
FOXP1	IVNS1ABP	1.3807198000982073
PLAG1	NPAT	1.3803814955956815
CTCF	ZBTB41	1.3801848127601297
IRF7	DDX21	1.3801751566275047
IRF7	HSPH1	1.3801277278791328
FLI1	RPRD2	1.380105782651308
E2F7	MYCBP	1.380011137819292
NRL	ANP32E	1.3799378065743777
CTCF	AKR7A2	1.3796991834765902
IRF8	FCHSD2	1.379619342988458
VDR	GPHN	1.3795802371977
HSF2	WDFY2	1.3794807874333088
IRF2	HIF1A	1.3794753486127407
MAFG	LYPLA2	1.379306689916745
SREBF1	TARBP2	1.3792530289381777
LEF1	ATG16L2	1.379030272745939
POU6F1	RPRD2	1.3790036528478926
IRF2	DRAP1	1.3787242369424668
IRF1	WDR89	1.3785213280529305
GATA3	CD5	1.3785113084217129
PLAG1	OTUD1	1.3784917828906003
NR1H2	RNF34	1.378403548055375
HIC2	ANKRD13D	1.3783873241296303
RBPJ	CLPB	1.378365851638781
UNCX	PNPLA2	1.378194329761257
PLAG1	PAFAH2	1.378180531907367
IRF7	RUSC1-AS1	1.3780976862249446
IRF1	PSMA3	1.378007712632973
LEF1	SDR39U1	1.3780073196034257
LEF1	KLHDC2	1.377962259565246
FOXP3	TRIM22	1.3779359705577947
POU6F1	ZC3H11A	1.3779037667116076
SP3	TXNIP	1.3778154952946946
BACH2	AHCTF1	1.3776560444719887
MZF1	DGKZ	1.37757282976106
FOXO4	ING4	1.377567552690785
FOXP1	ZNF33A	1.3774583222241463
ZBTB7B	COX8A	1.377376888589569
IRF7	CDK2AP2	1.377288786671612
BACH2	NPAT	1.3772334185453894
IRF8	IRF7	1.37716744108444
PLAG1	LY9	1.3769649164750883
LEF1	CD55	1.3769450086279447
ZBTB7B	LAMTOR2	1.3769131643652104
MAFF	TIPRL	1.3768888597289963
SREBF2	TRIM22	1.3768681540023486
HIC2	PCF11	1.3768179635497488
SREBF2	SAMD4A	1.3766631247399301
HIC2	TYSND1	1.3766617336805165
PLAG1	TC2N	1.3766512340078014
PBX3	CYB561D1	1.376570445378328
RFX5	LYPLA2	1.3765689460632324
LEF1	CALCOCO1	1.376451489880609
CTCF	USP24	1.3764318902461592
NFATC3	SORL1	1.3764173382795644
FOSL2	TUBA1B	1.3764068438554669
TP53	RBM8A	1.3763670103586443
STAT3	EIF2B2	1.3763198560338266
PRDM1	LPCAT3	1.3762928967743422
NFKB2	SF3B2	1.3761043747857733
IRF1	ANP32E	1.3760872582819161
E2F6	ATF7	1.3760854042850512
JUNB	CPSF6	1.3760031470512786
FOXP1	TCP11L2	1.3756901215850945
ZNF24	USP5	1.3754600025801949
ETV6	H2AFX	1.3753131596329065
IRF7	RPS6KA5	1.3753039900763717
FOXO3	CAPRIN2	1.375266749430251
IRF2	PARP11	1.3751989635906918
E2F6	H2AFX	1.3751877547518812
STAT1	PMF1	1.3751510151185604
MAFG	CDK2AP2	1.3750142630541449
JUNB	TINF2	1.3749227071089505
NFKB2	PRKAG1	1.3748809479553927
PRDM1	FCHSD2	1.3747912236051083
STAT1	NRL	1.3747431307435831
IRF3	TPR	1.3746860900831515
TP53	MIPEP	1.3746836135753977
MAFG	YME1L1	1.3746758491032163
ATF7	LAG3	1.3746724495161826
MAF	RSU1	1.3744812156879846
RELB	SNRPE	1.3744441589006087
ZEB1	TC2N	1.3744422370799068
NFKB2	IRF9	1.374119809916085
NFATC3	ING1	1.3740098137531498
E2F4	UBC	1.3739821265347607
ETS1	RPRD2	1.373930881859077
MAX	SF1	1.373829648058878
IRF1	PMF1	1.373814403459916
KLF9	SMAGP	1.3738095229566458
TBX21	TIMM17A	1.3737945922603734
NR3C1	UVRAG	1.3737556528863815
NFKB2	HAX1	1.3734972558981249
MEF2A	MAX	1.3734842733789363
MEF2A	ZC3H11A	1.3734372295136092
STAT3	COX6A1	1.3734095150347636
CUX1	WASF2	1.3733186209158597
EGR2	UBC	1.3732992677096727
LEF1	CCDC7	1.373224809390646
ZEB1	SETDB2	1.3731401016054334
PBX3	RBM25	1.3730253235029644
RBPJ	ANKRD9	1.3729762954397655
RELB	SH2D2A	1.37291485151278
NFKB1	USP5	1.3728729957912078
PRDM1	BAD	1.3727907045475807
SRF	PSME2	1.3724975964453399
STAT3	UCHL3	1.3724923773174744
PRDM1	SDHB	1.3722684675066845
STAT3	TUBA1B	1.3721485190378138
SREBF1	TRIM22	1.3721184943519584
TFDP1	UBC	1.3721176480093402
PLAG1	GRK5	1.3719909414247566
PRDM1	FKBP2	1.3719809301592978
STAT1	HIF1A	1.3719464130836638
SP3	KANSL2	1.3718922249958778
PRDM1	PRPF19	1.3718485727395968
STAT3	RELA	1.3717744608715656
NFIA	PTEN	1.3715833146917373
FOSL1	PRDX1	1.371541206852498
MZF1	SMYD2	1.37137821733304
CREB3	IFI6	1.3712509102496497
MAFG	CDC20	1.371249351009686
ERF	COX6A1	1.3712473727297103
NFIL3	RNF31	1.371176441324691
RREB1	PAN2	1.3711520571040452
NFATC3	PAFAH2	1.371132068419848
FOXO3	MMS19	1.3711291821918574
JUNB	LRP8	1.3710402134071251
RFX5	LRCH1	1.3710335892852639
ZNF263	RSF1	1.3709985987391922
HIC2	NBPF1	1.3709347473363869
IRF7	CNPY2	1.3708336829325116
IRF8	RPS6KA5	1.370651594312078
FOSL2	FAM72D	1.3706382173074945
NFIA	ING1	1.3706075504732265
ETV6	YARS	1.3706047264995784
STAT1	TOMM40L	1.370549032116462
STAT3	TUBA1A	1.3704504623055422
SPIC	CTNNBIP1	1.3703329595387421
BATF	ILF2	1.3702850900838661
RFX5	VDAC2	1.3702717107499807
IRF1	HIF1A	1.3702402116616816
TBX21	IRF7	1.3702376678172032
SREBF1	FKBP2	1.3701436516233254
LEF1	PLK3	1.3701140064317685
ZNF410	HSPA8	1.3700544348332466
TCF3	RASGRP2	1.3700086164949625
NFIA	SELPLG	1.3699354193993476
MAFG	HNRNPF	1.3698973247304416
SREBF2	UBE2N	1.3698688934840266
RELA	USP5	1.3697691903166653
TP53	PITRM1	1.3697504723255935
FOXP3	CD69	1.3696083892190147
POU5F1	PUM1	1.3695470487557033
KLF9	ELF1	1.3695359795937614
STAT3	MAPK1IP1L	1.3692845171800263
FOXP1	MMS19	1.3692815723343685
PBX3	JAK1	1.3691290681001131
MEF2A	MDM4	1.369093483483531
MZF1	PPP6R3	1.3690431222319843
NFIX	PSME1	1.3688862063780087
USF2	SF1	1.3687394326019873
CTCF	POLR1D	1.368730662648591
MAFF	HYOU1	1.3687186113324914
SREBF2	NOLC1	1.3686704742540334
SREBF2	EIF2B3	1.3685544429901602
NFKB1	TUBA1B	1.3684726900476938
SREBF1	PSMB5	1.3684446959997694
ZEB1	LEMD3	1.3684238171605467
MAFF	FDPS	1.368271400820143
ETV6	MRPL24	1.3682226990798596
NFATC3	NPAT	1.368161584218552
FOSL1	HSPH1	1.3681431177500207
POU6F1	ALDH6A1	1.3681327387371598
TGIF2	IL12RB2	1.3681305875936383
IRF4	IFITM1	1.3681238540063976
USF2	POGZ	1.36803298150071
STAT1	HNRNPF	1.3680277025958243
POU5F1	TMEM41B	1.367990441738845
PBX2	LINC00339	1.36793733331378
RREB1	SIGIRR	1.3677908583160665
IRF7	CACYBP	1.3677562558142822
LEF1	PDS5B	1.367633295762404
IRF5	LCP1	1.3676045736315816
TP53	HYOU1	1.3674947118590912
HIC2	SFR1	1.3673757703710416
MZF1	LINC00426	1.367268020915688
SP3	CTDSP2	1.3672023622313034
SP3	NUAK2	1.3671198082637854
MAF	STARD10	1.3670996352042382
HIC2	MAX	1.3670844009455203
RXRA	LSP1	1.3668832314887405
MAFG	NDST2	1.3667936468278672
FOSL2	HMBS	1.3667295572977944
IRF1	SESN2	1.3667141950925707
POU5F1	EPB41	1.3664894401690546
MAFG	FAS	1.3664507136461412
E2F6	TOMM40L	1.366449905558092
IRF1	HNRNPF	1.36638027664644
ZEB1	KLHDC2	1.3663369680815325
FOSL2	CPSF6	1.366314731016925
FOSL2	LAG3	1.3662297127809366
FOXP1	PPOX	1.366179490965564
TBX21	NASP	1.3660565776412652
IRF9	GCH1	1.3659836544479873
TBX21	SOAT1	1.365960623799615
MZF1	CAMK1D	1.3659455201193622
MZF1	PCF11	1.3657138859216305
POU6F1	HTR7P1	1.3656102902771685
REL	SLC25A28	1.3655595457874918
NFATC3	CNST	1.3655558457872838
HIC2	TM7SF3	1.365517652173355
MZF1	HP1BP3	1.3653384178994954
FOSL1	CACYBP	1.3652937058598593
NFKB1	PA2G4	1.3651260329737438
SP3	ARHGDIB	1.3650787716085078
IRF9	RPS6KA5	1.3648483321995886
FOXO3	ZNF644	1.3647541294625303
RUNX3	CFL1	1.3646547824395798
NFKB2	HSPB11	1.3646316581142526
ZNF24	IRF9	1.3644463256532249
E2F6	LPCAT3	1.3644219552882229
EGR2	KLC2	1.3644162342460837
SREBF2	CLIC4	1.3644081259760792
POU5F1	GRK5	1.3643912311462665
SREBF1	YIF1A	1.36438872577438
NFKB1	SERBP1	1.3643613656201672
RREB1	IVNS1ABP	1.364241446199032
HIC2	ZNF25	1.364213883417772
MZF1	MADD	1.3641155334159019
CREB3	RSU1	1.3640999127675495
STAT3	SCYL3	1.364091700967138
ATF4	CNPY2	1.3639790421124864
IRF1	FKBP2	1.3638704141016227
IRF7	TIMM10	1.3638100640573225
NFKB2	ZNHIT2	1.363792430267166
HIC2	PPP1R3E	1.3637878241539918
LEF1	BCL11B	1.3635407436758096
RUNX3	MVK	1.363478963713753
SPIC	WDFY2	1.3634473265607956
STAT3	TIMM10	1.3634279747273423
RUNX3	WDR3	1.363269432925789
E2F4	MRPL20	1.3631986685112338
MNT	CD52	1.3630372011593885
NFKB1	PEF1	1.3628681307773824
IRF9	USP15	1.3627914103460745
ATF4	MIPEP	1.3626826098753997
ETV6	PMVK	1.3626079727047584
NFATC3	CALM1	1.3624762980840377
IRF7	TMEM126A	1.3624392262799594
ZEB1	DENND4B	1.362198718797682
SP8	PNPLA2	1.3621911909669566
HIC2	MADD	1.362105819394177
MSC	TARBP2	1.3620992216742203
NFIA	PCF11	1.3619850938587208
MAFG	PSMA3	1.361899942566722
PLAG1	PPOX	1.3617726217846122
IRF4	TRAFD1	1.3617688254845808
TCF3	TBC1D10C	1.3616361175775333
NFATC3	TYSND1	1.3615220278567288
TFDP1	YARS	1.3614765341849293
SREBF2	ILF2	1.3614427074091813
STAT3	CHAMP1	1.3614414355299846
RUNX3	FLVCR1	1.3613769618639815
IRF7	SF3B4	1.3613630167111836
IRF2	DHDDS	1.3613299952435898
MZF1	SORL1	1.3612861645649756
CTCF	NPAT	1.36117873061522
KLF9	NUMA1	1.3611706626563678
SREBF2	CDCA4	1.3611168121960528
HIC2	GNPTAB	1.3610434118343617
MEF2D	IFFO1	1.361020107243871
IRF4	WDR74	1.3610105265598489
E2F4	HRAS	1.3609164743902502
BACH2	MDM4	1.3609101594811401
VDR	TNFRSF8	1.3608332848763243
IRF4	IRF7	1.3608296263206712
NFIA	DSTYK	1.3608188282930764
ETS1	AHCTF1	1.360672345122844
ETV6	TM9SF1	1.3605523962503543
MZF1	PPP1R12B	1.3604832141177718
CTCF	CD27	1.3604618594745492
TCF3	SYTL1	1.3604047100931698
HIC2	DCLRE1C	1.3603927157653453
LEF1	MTR	1.3603203139569935
RORA	WNK1	1.3602974509249455
DBP	COQ10A	1.3602300564306273
BACH2	SDCCAG8	1.3600678115917086
STAT3	POLR3B	1.3600617746984005
PBX3	ITPR2	1.3598021392777349
RELB	NUDT15	1.359788429207724
IRF4	RPS6KA5	1.3597764306295634
NFATC2	ATL3	1.359669734057242
CTCF	PIGC	1.359657186129685
CEBPE	GTF3A	1.3595899411900896
SPIC	CIDEB	1.3594868674119596
PRDM1	HSPA8	1.359463794264638
PBX3	TXNIP	1.359417307613328
MZF1	CD3G	1.3593968747567664
FOSL2	LRP8	1.3593749061127938
NFKB2	ILF2	1.3593173852956748
MAFF	ENSA	1.3593054790899515
KLF9	CCDC15	1.3592727670717553
IRF9	YME1L1	1.359170114668673
MGA	DBT	1.3590790413177283
PBX3	TYSND1	1.3590780387847454
MEOX1	ILF2	1.3590070464824278
